paper_trade_id,underlying,status,entry_time,probability_of_profit,expected_value,capital_at_risk,selected_score,leg_count
ase_pt_046547bd9a204f91,TEST,OPEN,2026-07-17 05:31:36.751474+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_f0718fd916934cfe,TEST,OPEN,2026-07-17 05:31:36.678057+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_35adba2d503446d4,TEST,OPEN,2026-07-17 05:31:36.592509+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_f4ab0354b1194755,TEST,OPEN,2026-07-17 05:31:36.496473+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_d6f552806c264371,TEST,OPEN,2026-07-17 05:31:36.438849+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_4c06105a01794947,TEST,OPEN,2026-07-17 05:31:36.345691+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_3364009d64af4768,TEST,OPEN,2026-07-17 05:31:36.262206+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_9bf39c88fddc4d28,TEST,OPEN,2026-07-17 05:31:36.007133+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_112c1a8d5dc94d21,TEST,OPEN,2026-07-17 05:31:35.903313+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_5a6ff0d6be8e48cc,TEST,OPEN,2026-07-17 05:31:35.851561+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_e66149ee488d4111,TEST,OPEN,2026-07-17 05:31:35.754379+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_145e7e156a714c6b,TEST,OPEN,2026-07-17 05:31:35.530376+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_c9cf1e5947bb4752,TEST,OPEN,2026-07-17 05:31:35.265728+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_5cd9914d28294eaa,TEST,OPEN,2026-07-17 05:31:34.925421+00,0.5500,39.3476,100.04,0.7050,1
ase_pt_4e6c3823a6db41fb,TEST,OPEN,2026-07-17 05:31:34.867417+00,0.5500,106.0116,764.04,0.7050,1
ase_pt_0410e0d5f8af4361,TEST,OPEN,2026-07-17 05:31:34.816255+00,0.5500,31.4039,675.51,0.7050,1
ase_pt_2eb7fcfa021b40e9,TEST,OPEN,2026-07-17 05:31:34.751305+00,0.5500,98.4659,1737.51,0.7050,1
ase_pt_9ac2841b15404bcd,TEST,OPEN,2026-07-17 05:31:34.649976+00,0.5500,40.5034,491.56,0.7050,1
ase_pt_f033ed36fcef4965,TEST,OPEN,2026-07-17 05:31:34.309092+00,0.5500,106.2454,233.56,0.7050,1
ase_pt_d44e9670399c408a,TEST,OPEN,2026-07-17 05:31:27.694414+00,0.5500,1.2069,56.13,0.7050,3
ase_pt_3e1833f415fd414f,TEST,OPEN,2026-07-17 05:31:27.608334+00,0.5500,0.7677,117.29,0.7050,3
ase_pt_78d7474730e741f4,TEST,OPEN,2026-07-17 05:31:27.543368+00,0.5500,0.2176,203.18,0.7050,3
ase_pt_6fbaf19c00b54f5a,TEST,OPEN,2026-07-17 05:31:27.471389+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_873fee4ef10f4d1e,TEST,OPEN,2026-07-17 05:31:27.390607+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_eae220cc91eb49ee,TEST,OPEN,2026-07-17 05:31:27.1851+00,0.5500,-1.3478,794.78,0.5050,4
ase_pt_5949f93a17d240ae,TEST,OPEN,2026-07-17 05:31:27.09443+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_713d53f998734c95,TEST,OPEN,2026-07-17 05:31:27.023059+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_44e3a8804a2a4988,TEST,OPEN,2026-07-17 05:31:26.951023+00,0.5500,1.7946,250.64,0.7050,4
ase_pt_8cea473fdd8847ee,TEST,OPEN,2026-07-17 05:31:26.691662+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_32186d8d86644d8a,TEST,OPEN,2026-07-17 05:31:26.48369+00,0.5500,104.2176,902.44,0.7050,4
ase_pt_57db029c27af45e3,TEST,OPEN,2026-07-17 05:31:26.376938+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_03e63508f3af489f,TEST,OPEN,2026-07-17 05:31:26.281223+00,0.5500,99.3667,1033.90,0.7050,2
ase_pt_c1b18ab884d94247,TEST,OPEN,2026-07-17 05:31:26.216934+00,0.5500,209.6075,980.39,0.7050,2
ase_pt_ba7fa2bd655642a4,TEST,OPEN,2026-07-17 05:31:26.105354+00,0.5500,97.7666,861.10,0.7050,2
ase_pt_6c50347440d247b4,TEST,OPEN,2026-07-17 05:31:25.947618+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_0e252cbba9094a72,TEST,OPEN,2026-07-17 05:31:25.883453+00,0.5500,-1.0254,570.14,0.5050,2
ase_pt_23ef28daf9cb47a1,TEST,OPEN,2026-07-17 05:31:25.840262+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_4ddf72645e174fe1,TEST,OPEN,2026-07-17 05:31:25.764665+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_27770dc5a81e4e91,TEST,OPEN,2026-07-17 05:31:25.738884+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_771678d014254c74,TEST,OPEN,2026-07-17 05:31:25.677858+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_c467febe9f4646de,TEST,OPEN,2026-07-17 05:31:25.652666+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_7535e14a6e124d94,TEST,OPEN,2026-07-17 05:31:25.621742+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_d1c575613d644f6d,TEST,OPEN,2026-07-17 05:31:25.562318+00,0.5500,1.8670,352.22,0.7050,4
ase_pt_476a12c189d04554,TEST,OPEN,2026-07-17 05:31:25.519075+00,0.5500,0.2420,305.55,0.7050,2
ase_pt_ddcc6f854e4843f4,TEST,OPEN,2026-07-17 05:31:25.46792+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_1ca9d2bc3c954aa1,TEST,OPEN,2026-07-17 05:31:25.33374+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_7c98961ed462420e,TEST,OPEN,2026-07-17 05:31:25.277109+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_af7b9105f1b44a39,TEST,OPEN,2026-07-17 05:31:25.204505+00,0.5500,0.3576,293.99,0.7050,2
ase_pt_c8a9b9a5f23c4a02,TEST,OPEN,2026-07-17 05:31:24.998062+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_25308f99b8a44dab,TEST,OPEN,2026-07-17 05:31:24.894246+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_6474cf69996b4496,TEST,OPEN,2026-07-17 05:31:24.859325+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_06138b3b65da4af9,TEST,OPEN,2026-07-17 05:31:24.759268+00,0.5500,-0.6647,597.66,0.5050,4
ase_pt_96afe39b761e4ad1,TEST,OPEN,2026-07-17 05:31:24.677256+00,0.5500,-0.3324,298.83,0.5050,2
ase_pt_27fb95998a56415b,TEST,OPEN,2026-07-17 05:31:24.627599+00,0.5500,0.0945,191.23,0.7050,2
ase_pt_6edd6080f1904229,TEST,OPEN,2026-07-17 05:31:24.562798+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_3e3127f519aa4b36,TEST,OPEN,2026-07-17 05:31:24.521044+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_7a913eaa2e034493,TEST,OPEN,2026-07-17 05:31:24.476454+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_b561dca737e64954,TEST,OPEN,2026-07-17 05:31:24.409041+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_83538519e8064a9e,TEST,OPEN,2026-07-17 05:31:24.155594+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_73e78dcd567f42e4,TEST,OPEN,2026-07-17 05:31:24.071899+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_f19a297d7ecc4a07,TEST,OPEN,2026-07-17 05:31:24.012426+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_0e064b32f2734d4b,TEST,OPEN,2026-07-17 05:31:23.9586+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_e3b8f1a59f6440b9,TEST,OPEN,2026-07-17 05:31:23.890378+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_1a6d7d2e47dd4ead,TEST,OPEN,2026-07-17 05:31:23.816023+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_26a9bf53b4d14255,TEST,OPEN,2026-07-17 05:31:23.754147+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_7867db8a72a541c5,TEST,OPEN,2026-07-17 05:31:23.653944+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_80ab7cc88064422c,TEST,OPEN,2026-07-17 05:31:23.587296+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_c95aee18709e452c,TEST,OPEN,2026-07-17 05:31:23.527057+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_b0cb97a05fe0422f,TEST,OPEN,2026-07-17 05:31:23.458411+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_d41318d96c0c4c43,TEST,OPEN,2026-07-17 05:31:23.396774+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_2e6843beba754b18,TEST,OPEN,2026-07-17 05:31:23.340575+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_5b867797cbbb4df8,TEST,OPEN,2026-07-17 05:31:23.256519+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_e549a8e66b504915,TEST,OPEN,2026-07-17 05:31:23.16926+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_6c0852ff34cc4914,TEST,OPEN,2026-07-17 05:31:23.107071+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_938199d6acd74eb5,TEST,OPEN,2026-07-17 05:31:23.040878+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_4eee96fe9fd74603,TEST,OPEN,2026-07-17 05:31:22.977542+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_5838a244a64d48a7,TEST,OPEN,2026-07-17 05:31:22.910568+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_7179b9b59f2946e7,TEST,OPEN,2026-07-17 05:31:22.851471+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_f7783f7e02854358,TEST,OPEN,2026-07-17 05:31:22.618675+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_e2f99181fe884443,TEST,OPEN,2026-07-17 05:31:22.54227+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_8f07b5e253e84aac,TEST,OPEN,2026-07-17 05:31:22.20727+00,0.5500,39.3476,100.04,0.7050,1
ase_pt_d2121d0c26e647d3,TEST,OPEN,2026-07-17 05:31:22.163185+00,0.5500,106.0116,764.04,0.7050,1
ase_pt_feb277e4ceee4a33,TEST,OPEN,2026-07-17 05:31:22.120532+00,0.5500,31.4039,675.51,0.7050,1
ase_pt_1353d127f4e04c38,TEST,OPEN,2026-07-17 05:31:22.074848+00,0.5500,98.4659,1737.51,0.7050,1
ase_pt_b143fca2d6684ea9,TEST,OPEN,2026-07-17 05:31:21.998191+00,0.5500,40.5034,491.56,0.7050,1
ase_pt_9ac53dd86a4a49db,TEST,OPEN,2026-07-17 05:31:21.789756+00,0.5500,106.2454,233.56,0.7050,1
ase_pt_45331c229b7c4d18,TEST,OPEN,2026-07-17 05:30:15.001451+00,0.5500,98.4659,1737.51,0.7050,1
ase_pt_90567077eb144619,TEST,OPEN,2026-07-17 05:30:14.866897+00,0.5500,40.5034,491.56,0.7050,1
ase_pt_a81f2a870e1640c5,TEST,OPEN,2026-07-17 05:30:14.782786+00,0.5500,106.2454,233.56,0.7050,1
ase_pt_e2570da6158e4bf8,TEST,OPEN,2026-07-17 05:30:14.143037+00,0.5500,-0.3357,583.57,0.5050,8
ase_pt_eb98d0776e8e4c2b,TEST,OPEN,2026-07-17 05:30:13.860203+00,0.5500,2.5009,145.76,0.7050,6
ase_pt_43b493247bb548cc,TEST,OPEN,2026-07-17 05:30:13.615823+00,0.5500,38.1081,424.19,0.7050,5
ase_pt_01eead446acc456b,TEST,OPEN,2026-07-17 05:30:13.476661+00,0.5500,-0.1234,232.34,0.5050,4
ase_pt_e2544b55d07e46a3,TEST,OPEN,2026-07-17 05:30:13.345752+00,0.5500,0.6671,263.29,0.7050,2
ase_pt_02879b05ff214e47,TEST,OPEN,2026-07-17 05:30:13.243509+00,0.5500,106.1571,109.29,0.7050,1
ase_pt_a81db8b53b0a4269,TEST,OPEN,2026-07-17 05:30:13.158673+00,0.5500,2.7149,117.36,0.7050,2
ase_pt_ea4be73d23ee4956,TEST,OPEN,2026-07-17 05:30:13.070659+00,0.5500,95.9490,963.62,0.7050,2
ase_pt_6a0fee0e6c994c43,TEST,OPEN,2026-07-17 05:30:12.774332+00,0.5500,-2.6866,726.26,0.5050,4
ase_pt_1dfa879e84f34a36,TEST,OPEN,2026-07-17 05:30:12.681018+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_687d43cfbe23447f,TEST,OPEN,2026-07-17 05:30:12.597225+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_d6ed352fe4334e51,TEST,OPEN,2026-07-17 05:30:12.518884+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_241e62fb9dec48f7,TEST,OPEN,2026-07-17 05:30:12.432906+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_420f5395718a4e36,TEST,OPEN,2026-07-17 05:30:12.237083+00,0.5500,-0.7297,162.16,0.5050,2
ase_pt_c5be21acb3394fec,TEST,OPEN,2026-07-17 05:30:12.14723+00,0.5500,-3.4584,972.84,0.5050,4
ase_pt_5ad3da4131714e30,TEST,OPEN,2026-07-17 05:30:11.98834+00,0.5500,0.3838,74.09,0.7050,3
ase_pt_236c6d4d2d11491a,TEST,OPEN,2026-07-17 05:30:11.874829+00,0.5500,97.7666,861.10,0.7050,2
ase_pt_cfeb044893794459,TEST,OPEN,2026-07-17 05:30:11.812346+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_d339d8eab1824973,TEST,OPEN,2026-07-17 05:30:11.681677+00,0.5500,-0.7297,162.16,0.5050,2
ase_pt_feffd623b601459d,TEST,OPEN,2026-07-17 05:30:11.565151+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_24e97ff0df5b4982,TEST,OPEN,2026-07-17 05:30:11.383308+00,0.5500,-2.7994,937.74,0.5050,4
ase_pt_8d272733b82b486a,TEST,OPEN,2026-07-17 05:30:11.310184+00,0.5500,1.6168,86.51,0.7050,4
ase_pt_40bdf8a07f154dda,TEST,OPEN,2026-07-17 05:30:11.189264+00,0.5500,2.7705,46.90,0.7050,2
ase_pt_43c4c77038f3406c,TEST,OPEN,2026-07-17 05:30:11.104956+00,0.5500,1.7339,21.86,0.7050,2
ase_pt_c90f2d4483524cf3,TEST,OPEN,2026-07-17 05:30:11.048103+00,0.5500,3.6276,466.64,0.7050,4
ase_pt_5208c296a9d047a4,TEST,OPEN,2026-07-17 05:30:10.75759+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_4a42f6e79939477c,TEST,OPEN,2026-07-17 05:30:10.624662+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_5b1ade8a47a2427c,TEST,OPEN,2026-07-17 05:30:10.404747+00,0.5500,1.3928,83.72,0.7050,3
ase_pt_5df56406e676421f,TEST,OPEN,2026-07-17 05:30:10.216209+00,0.5500,1.3928,83.72,0.7050,3
ase_pt_6eecd7dc53e44088,TEST,OPEN,2026-07-17 05:30:09.92833+00,0.5500,39.7884,950.81,0.7050,2
ase_pt_fff14c0d833a43a4,TEST,OPEN,2026-07-17 05:30:09.845117+00,0.5500,102.8397,429.07,0.7050,2
ase_pt_00ab5dd704f449f7,TEST,OPEN,2026-07-17 05:30:09.687997+00,0.5500,-3.2010,1349.70,0.5050,4
ase_pt_4ed0eedc2d0047dd,TEST,OPEN,2026-07-17 05:30:09.579909+00,0.5500,-2.6866,726.26,0.5050,4
ase_pt_d63b61e91c314a4f,TEST,OPEN,2026-07-17 05:30:09.468376+00,0.5500,-3.4584,972.84,0.5050,4
ase_pt_52d55444d36747a0,TEST,OPEN,2026-07-17 05:30:09.396529+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_6a6f8dd6d8d04180,TEST,OPEN,2026-07-17 05:30:09.308127+00,0.5500,-2.5882,801.12,0.5050,4
ase_pt_70ff8734f7804dad,TEST,OPEN,2026-07-17 05:30:09.236096+00,0.5500,-4.0980,1303.00,0.5050,8
ase_pt_e78a52d34182482d,TEST,OPEN,2026-07-17 05:30:09.116066+00,0.5500,-2.2023,677.83,0.5050,4
ase_pt_3bcc9c0b31ff49f3,TEST,OPEN,2026-07-17 05:30:09.034309+00,0.5500,-2.3938,712.93,0.5050,4
ase_pt_24bc62692c964244,TEST,OPEN,2026-07-17 05:30:08.945991+00,0.5500,3.3566,184.64,0.7050,4
ase_pt_64f79423f4d24f3e,TEST,OPEN,2026-07-17 05:30:08.856959+00,0.5500,-3.5754,946.04,0.5050,4
ase_pt_cc496e3791394bdd,TEST,OPEN,2026-07-17 05:30:08.629958+00,0.5500,-1.7180,629.40,0.5050,4
ase_pt_f22691ef3d444fab,TEST,OPEN,2026-07-17 05:30:08.552208+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_bf3cd83403654aef,TEST,OPEN,2026-07-17 05:30:08.408647+00,0.5500,0.3838,74.09,0.7050,3
ase_pt_559d9e7244b542ea,TEST,OPEN,2026-07-17 05:30:08.331829+00,0.5500,-0.5215,454.43,0.5050,3
ase_pt_d98382cd2b4f4c2d,TEST,OPEN,2026-07-17 05:30:08.143492+00,0.5500,0.8986,11.88,0.7050,6
ase_pt_e56739d70d014172,TEST,OPEN,2026-07-17 05:30:07.921773+00,0.5500,0.1373,0.84,0.7050,3
ase_pt_c6e58215b6bc4846,TEST,OPEN,2026-07-17 05:30:07.683013+00,0.5500,1.2069,56.13,0.7050,3
ase_pt_02d0d9913754443c,TEST,OPEN,2026-07-17 05:30:07.560103+00,0.5500,0.7677,117.29,0.7050,3
ase_pt_335da21099bf469e,TEST,OPEN,2026-07-17 05:30:07.319571+00,0.5500,0.2176,203.18,0.7050,3
ase_pt_7de3ce6fbc8845a0,TEST,OPEN,2026-07-17 05:30:07.18714+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_ae12830c35754db8,TEST,OPEN,2026-07-17 05:30:06.904807+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_7c3ef7e616e149da,TEST,OPEN,2026-07-17 05:30:06.796662+00,0.5500,-1.3478,794.78,0.5050,4
ase_pt_9685e32cd4cc4f00,TEST,OPEN,2026-07-17 05:30:06.647155+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_2f51cdd5a4bc4ffd,TEST,OPEN,2026-07-17 05:30:06.258688+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_c1cb14c33f0a40db,TEST,OPEN,2026-07-17 05:30:06.116688+00,0.5500,1.7946,250.64,0.7050,4
ase_pt_90fdbdd9ef814faa,TEST,OPEN,2026-07-17 05:30:06.00442+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_256ccb2dec9a44b2,TEST,OPEN,2026-07-17 05:30:05.838106+00,0.5500,104.2176,902.44,0.7050,4
ase_pt_2b871389c3f94b23,TEST,OPEN,2026-07-17 05:30:05.639514+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_4b4633b31af942dc,TEST,OPEN,2026-07-17 05:30:05.534612+00,0.5500,99.3667,1033.90,0.7050,2
ase_pt_a46af2f3109f4baf,TEST,OPEN,2026-07-17 05:30:05.23968+00,0.5500,209.6075,980.39,0.7050,2
ase_pt_488e81b05e3546f2,TEST,OPEN,2026-07-17 05:30:04.8492+00,0.5500,97.7666,861.10,0.7050,2
ase_pt_c62db28384754bcc,TEST,OPEN,2026-07-17 05:30:04.771023+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_de9a1dd6531e46d8,TEST,OPEN,2026-07-17 05:30:04.703853+00,0.5500,-1.0254,570.14,0.5050,2
ase_pt_532c902bfb4748ee,TEST,OPEN,2026-07-17 05:30:04.619668+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_b73e0508eca949e8,TEST,OPEN,2026-07-17 05:30:04.520097+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_937155f971934804,TEST,OPEN,2026-07-17 05:30:04.473151+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_0f75b5e82d514193,TEST,OPEN,2026-07-17 05:30:04.417483+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_a56d6cd8ff234e19,TEST,OPEN,2026-07-17 05:30:04.236157+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_16c1472721674c76,TEST,OPEN,2026-07-17 05:30:04.166818+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_3ba61bac1a2f4d53,TEST,OPEN,2026-07-17 05:30:04.124662+00,0.5500,1.8670,352.22,0.7050,4
ase_pt_5e8f0d60fbd54fb2,TEST,OPEN,2026-07-17 05:30:04.072874+00,0.5500,0.2420,305.55,0.7050,2
ase_pt_7321ce7d9a704a8b,TEST,OPEN,2026-07-17 05:30:04.014255+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_2e78f09475d34b9c,TEST,OPEN,2026-07-17 05:30:03.947083+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_e9c5adc89a694700,TEST,OPEN,2026-07-17 05:30:03.907468+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_14bbea05d32a4a64,TEST,OPEN,2026-07-17 05:30:03.721552+00,0.5500,0.3576,293.99,0.7050,2
ase_pt_8bb5c04c7e374521,TEST,OPEN,2026-07-17 05:30:03.662045+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_f663d57759104da1,TEST,OPEN,2026-07-17 05:30:03.620488+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_3e339a7a3cdc4e44,TEST,OPEN,2026-07-17 05:30:03.572438+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_1acdccfce30940ea,TEST,OPEN,2026-07-17 05:30:03.525359+00,0.5500,-0.6647,597.66,0.5050,4
ase_pt_b62d17470e3d4853,TEST,OPEN,2026-07-17 05:30:03.488816+00,0.5500,-0.3324,298.83,0.5050,2
ase_pt_c22a27dc84f148ae,TEST,OPEN,2026-07-17 05:30:03.45849+00,0.5500,0.0945,191.23,0.7050,2
ase_pt_b56a1c5009bc48ba,TEST,OPEN,2026-07-17 05:30:03.281362+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_ffc319cbdcb547bd,TEST,OPEN,2026-07-17 05:30:03.114077+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_297066db97404b77,TEST,OPEN,2026-07-17 05:30:03.023872+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_dcf739fea6c346c2,TEST,OPEN,2026-07-17 05:30:02.934151+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_e3723739cd9c4db8,TEST,OPEN,2026-07-17 05:30:02.719491+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_80b9c058175a4c61,TEST,OPEN,2026-07-17 05:30:02.493906+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_7c1b674006aa4427,TEST,OPEN,2026-07-17 05:30:02.38163+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_0a828b9ce657480c,TEST,OPEN,2026-07-17 05:30:02.206809+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_bcbabed4ff834d64,TEST,OPEN,2026-07-17 05:30:02.102244+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_4ef17b0e1c6546f6,TEST,OPEN,2026-07-17 05:30:02.009916+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_44cb1b0418044113,TEST,OPEN,2026-07-17 05:30:01.865091+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_63b79671045a4aa2,TEST,OPEN,2026-07-17 05:30:01.786341+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_304246ad516046d6,TEST,OPEN,2026-07-17 05:30:01.723185+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_5451fd35cf2d40c9,TEST,OPEN,2026-07-17 05:30:01.668734+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_364e2c86c1d6469d,TEST,OPEN,2026-07-17 05:30:01.614174+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_8f481826e0ff4f9b,TEST,OPEN,2026-07-17 05:30:01.543859+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_a1fcb5049d0f413b,TEST,OPEN,2026-07-17 05:30:01.484178+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_f5dd6dc35bb846d9,TEST,OPEN,2026-07-17 05:30:01.32421+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_c6a51fd7f76347fe,TEST,OPEN,2026-07-17 05:30:01.14823+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_9ce40b1112c2482f,TEST,OPEN,2026-07-17 05:30:01.074699+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_774ec411f0664b5e,TEST,OPEN,2026-07-17 05:30:00.954176+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_48e071537e064f17,TEST,OPEN,2026-07-17 05:30:00.777077+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_341ee9bd107947a6,TEST,OPEN,2026-07-17 05:30:00.715506+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_cf555e7bab05428c,TEST,OPEN,2026-07-17 05:30:00.640164+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_8b3c4ae687964a70,TEST,OPEN,2026-07-17 05:30:00.432676+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_baad41bd56d44e0e,TEST,OPEN,2026-07-17 05:30:00.277066+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_df836ccb480e43ac,TEST,OPEN,2026-07-17 05:29:59.859229+00,0.5500,39.3476,100.04,0.7050,1
ase_pt_bbb2af4febbf44fa,TEST,OPEN,2026-07-17 05:29:59.801481+00,0.5500,106.0116,764.04,0.7050,1
ase_pt_1c95fb9bd5194ab1,TEST,OPEN,2026-07-17 05:29:59.753424+00,0.5500,31.4039,675.51,0.7050,1
ase_pt_974bac188a97487c,TEST,OPEN,2026-07-17 05:29:59.70759+00,0.5500,98.4659,1737.51,0.7050,1
ase_pt_3ca0620c4cef4d6f,TEST,OPEN,2026-07-17 05:29:59.614452+00,0.5500,40.5034,491.56,0.7050,1
ase_pt_6d5376710e84479f,TEST,OPEN,2026-07-17 05:29:59.375711+00,0.5500,106.2454,233.56,0.7050,1
ase_pt_eacf187fc03e42a8,TEST,OPEN,2026-07-17 05:29:04.284904+00,0.5500,-0.3357,583.57,0.5050,8
ase_pt_b217288663e64abf,TEST,OPEN,2026-07-17 05:29:04.09668+00,0.5500,2.5009,145.76,0.7050,6
ase_pt_0c9b4327f85a4179,TEST,OPEN,2026-07-17 05:29:03.96622+00,0.5500,38.1081,424.19,0.7050,5
ase_pt_8b9f1e603d544491,TEST,OPEN,2026-07-17 05:29:03.844699+00,0.5500,-0.1234,232.34,0.5050,4
ase_pt_08179cf977334df3,TEST,OPEN,2026-07-17 05:29:03.689906+00,0.5500,0.6671,263.29,0.7050,2
ase_pt_eb69c5f8d45a4cea,TEST,OPEN,2026-07-17 05:29:03.622243+00,0.5500,106.1571,109.29,0.7050,1
ase_pt_e7d78e583530476c,TEST,OPEN,2026-07-17 05:29:03.576683+00,0.5500,2.7149,117.36,0.7050,2
ase_pt_854cdbc63d0e4302,TEST,OPEN,2026-07-17 05:29:03.45268+00,0.5500,95.9490,963.62,0.7050,2
