id,paper_trade_id,asset_type,buy_or_sell,mid,strike,expiration
561,ase_pt_c8310c4a33604a82,PUT,LONG,3.0747,99.2900,2026-08-21
563,ase_pt_c8310c4a33604a82,PUT,LONG,4.2341,101.4600,2026-08-21
564,ase_pt_d416f4b7532c415c,CALL,LONG,1.2286,106.3700,2026-08-21
567,ase_pt_d416f4b7532c415c,PUT,LONG,7.5986,106.3700,2026-08-21
568,ase_pt_56d2d5d48d5b4236,CALL,LONG,3.7847,99.2900,2026-08-21
570,ase_pt_56d2d5d48d5b4236,CALL,LONG,1.9345,103.7500,2026-08-21
571,ase_pt_5f8707ca4cb44569,PUT,LONG,3.0747,99.2900,2026-08-21
573,ase_pt_5f8707ca4cb44569,PUT,LONG,5.6845,103.7500,2026-08-21
574,ase_pt_aeb5d4d092ea48cc,CALL,LONG,3.7847,99.2900,2026-08-21
576,ase_pt_aeb5d4d092ea48cc,CALL,LONG,2.3356,102.5800,2026-08-21
577,ase_pt_aa91c2601a534cca,CALL,LONG,3.7847,99.2900,2026-08-21
579,ase_pt_aa91c2601a534cca,CALL,LONG,1.5664,105.0000,2026-08-21
580,ase_pt_795a4febeaa54a0d,CALL,LONG,5.0262,97.1000,2026-08-21
582,ase_pt_795a4febeaa54a0d,CALL,LONG,1.9345,103.7500,2026-08-21
583,ase_pt_df79891422ec4bf6,CALL,LONG,3.4592,99.9400,2026-08-21
585,ase_pt_df79891422ec4bf6,CALL,LONG,3.0586,100.8000,2026-08-21
586,ase_pt_0dc88f03b7564659,CALL,LONG,3.7847,99.2900,2026-08-21
588,ase_pt_0dc88f03b7564659,CALL,LONG,2.7741,101.4600,2026-08-21
589,ase_pt_0dc88f03b7564659,PUT,LONG,3.0747,99.2900,2026-08-21
591,ase_pt_0dc88f03b7564659,PUT,LONG,4.2341,101.4600,2026-08-21
592,ase_pt_946b75d084744dd5,CALL,LONG,4.5063,100.7400,2026-09-18
594,ase_pt_946b75d084744dd5,CALL,LONG,5.4274,101.1200,2026-10-16
595,ase_pt_3f0dc8b2a4fd4917,CALL,LONG,3.7847,99.2900,2026-08-21
597,ase_pt_3f0dc8b2a4fd4917,CALL,LONG,2.3356,102.5800,2026-08-21
598,ase_pt_731523d79fb84a33,PUT,LONG,10.3732,109.7300,2026-08-21
601,ase_pt_731523d79fb84a33,CALL,LONG,0.6432,109.7300,2026-08-21
602,ase_pt_bb9a1f6f28054353,PUT,LONG,8.8315,107.9100,2026-08-21
605,ase_pt_bb9a1f6f28054353,CALL,LONG,0.9215,107.9100,2026-08-21
606,ase_pt_efa0f89d97a54617,PUT,LONG,13.5617,113.2600,2026-08-21
609,ase_pt_efa0f89d97a54617,CALL,LONG,0.3017,113.2600,2026-08-21
611,ase_pt_f250e712b2084bc1,PUT,LONG,6.5664,105.0000,2026-08-21
612,ase_pt_f250e712b2084bc1,CALL,LONG,1.5664,105.0000,2026-08-21
614,ase_pt_a8b9f5ecf5284755,PUT,LONG,12.4628,112.0700,2026-08-21
617,ase_pt_a8b9f5ecf5284755,CALL,LONG,0.9215,107.9100,2026-08-21
618,ase_pt_7de534e9fe6345cb,PUT,LONG,12.4628,112.0700,2026-08-21
621,ase_pt_7de534e9fe6345cb,CALL,LONG,0.9215,107.9100,2026-08-21
622,ase_pt_0e9c0584c7a24633,PUT,LONG,12.4628,112.0700,2026-08-21
625,ase_pt_0e9c0584c7a24633,CALL,LONG,0.3928,112.0700,2026-08-21
626,ase_pt_0e9c0584c7a24633,PUT,LONG,6.5664,105.0000,2026-08-21
629,ase_pt_0e9c0584c7a24633,CALL,LONG,1.5664,105.0000,2026-08-21
630,ase_pt_e89c1dfca5f44779,PUT,LONG,8.8315,107.9100,2026-08-21
633,ase_pt_e89c1dfca5f44779,CALL,LONG,0.3928,112.0700,2026-08-21
634,ase_pt_ee9d189d54294c8a,PUT,LONG,10.3732,109.7300,2026-08-21
637,ase_pt_ee9d189d54294c8a,CALL,LONG,0.6432,109.7300,2026-08-21
638,ase_pt_949f8a36d9124d7b,PUT,LONG,12.4628,112.0700,2026-08-21
641,ase_pt_949f8a36d9124d7b,CALL,LONG,0.3928,112.0700,2026-08-21
642,ase_pt_84bcc42a04404c1d,PUT,LONG,12.4628,112.0700,2026-08-21
645,ase_pt_84bcc42a04404c1d,CALL,LONG,0.3928,112.0700,2026-08-21
648,ase_pt_df0a266b5a764677,PUT,LONG,10.3732,109.7300,2026-08-21
649,ase_pt_df0a266b5a764677,CALL,LONG,0.6432,109.7300,2026-08-21
651,ase_pt_b6c5e61a736a4625,CALL,LONG,1.5664,105.0000,2026-08-21
653,ase_pt_626ffd58b34e45ec,PUT,LONG,6.5664,105.0000,2026-08-21
654,ase_pt_cab5b30e65814c46,CALL,LONG,3.7847,99.2900,2026-08-21
656,ase_pt_cab5b30e65814c46,CALL,LONG,0.9215,107.9100,2026-08-21
657,ase_pt_c3b3676b3dca4053,PUT,LONG,3.0747,99.2900,2026-08-21
659,ase_pt_c3b3676b3dca4053,PUT,LONG,8.8315,107.9100,2026-08-21
661,ase_pt_cdcfed298b1248b7,PUT,LONG,10.3732,109.7300,2026-08-21
663,ase_pt_cdcfed298b1248b7,CALL,LONG,0.6432,109.7300,2026-08-21
664,ase_pt_f22e95e154d94408,CALL,LONG,0.9215,107.9100,2026-08-21
667,ase_pt_f22e95e154d94408,PUT,LONG,8.8315,107.9100,2026-08-21
669,ase_pt_6238c50e54c64833,CALL,LONG,3.2547,100.3700,2026-08-21
670,ase_pt_6238c50e54c64833,PUT,LONG,3.6247,100.3700,2026-08-21
672,ase_pt_186926e1febe450d,PUT,LONG,12.4628,112.0700,2026-08-21
674,ase_pt_14f0366b84ad46a1,PUT,LONG,10.3732,109.7300,2026-08-21
676,ase_pt_3c868bba84d748be,CALL,LONG,3.2547,100.3700,2026-08-21
679,ase_pt_3c868bba84d748be,PUT,LONG,10.3732,109.7300,2026-08-21
682,ase_pt_4e16f998994a497a,CALL,LONG,0.6432,109.7300,2026-08-21
683,ase_pt_4e16f998994a497a,PUT,LONG,10.3732,109.7300,2026-08-21
684,ase_pt_51e1bd8493af4532,CALL,LONG,3.2547,100.3700,2026-08-21
685,ase_pt_51e1bd8493af4532,PUT,LONG,3.6247,100.3700,2026-08-21
686,ase_pt_bbfe78136a6145df,CALL,LONG,4.5063,100.7400,2026-09-18
688,ase_pt_ec5bbbcd384d43e0,CALL,LONG,3.2547,100.3700,2026-08-21
689,ase_pt_ec5bbbcd384d43e0,PUT,LONG,3.6247,100.3700,2026-08-21
690,ase_pt_e0dcd7cfa0434bf4,CALL,LONG,1.2286,106.3700,2026-08-21
691,ase_pt_e0dcd7cfa0434bf4,PUT,LONG,7.5986,106.3700,2026-08-21
692,ase_pt_96c335fbcd3f4c4f,CALL,LONG,3.7847,99.2900,2026-08-21
694,ase_pt_96c335fbcd3f4c4f,CALL,LONG,2.3356,102.5800,2026-08-21
695,ase_pt_071c68cb9fa54058,PUT,LONG,12.4628,112.0700,2026-08-21
698,ase_pt_071c68cb9fa54058,CALL,LONG,0.3928,112.0700,2026-08-21
699,ase_pt_004a747141f34b53,CALL,LONG,4.5063,100.7400,2026-09-18
701,ase_pt_b17fef4b11414c67,PUT,LONG,10.3732,109.7300,2026-08-21
704,ase_pt_b17fef4b11414c67,CALL,LONG,0.6432,109.7300,2026-08-21
705,ase_pt_52db46c029b748f6,CALL,LONG,3.2547,100.3700,2026-08-21
707,ase_pt_9ae3a43abb114bb3,CALL,LONG,3.7847,99.2900,2026-08-21
709,ase_pt_9ae3a43abb114bb3,CALL,LONG,2.7741,101.4600,2026-08-21
710,ase_pt_3c3d96cd00fa4b9f,CALL,LONG,0.9215,107.9100,2026-08-21
713,ase_pt_3c3d96cd00fa4b9f,PUT,LONG,8.8315,107.9100,2026-08-21
714,ase_pt_e2d687d64f954cd6,PUT,LONG,12.4628,112.0700,2026-08-21
717,ase_pt_e2d687d64f954cd6,CALL,LONG,0.3928,112.0700,2026-08-21
718,ase_pt_b0bae41a8b684f02,CALL,LONG,0.9215,107.9100,2026-08-21
719,ase_pt_b0bae41a8b684f02,PUT,LONG,8.8315,107.9100,2026-08-21
720,ase_pt_007d3f1af7e84a77,PUT,LONG,6.5664,105.0000,2026-08-21
722,ase_pt_0e212e6ad17744d0,CALL,LONG,1.0929,105.0000,2026-08-07
723,ase_pt_d9ff3f43e29b426f,CALL,LONG,4.4890,98.0000,2026-08-21
725,ase_pt_752066dea78b41bf,PUT,LONG,0.5665,91.0000,2026-08-21
728,ase_pt_752066dea78b41bf,CALL,LONG,0.7449,109.0000,2026-08-21
729,ase_pt_e99a1c0bac7a44b8,CALL,LONG,5.0882,97.0000,2026-08-21
731,ase_pt_e99a1c0bac7a44b8,CALL,LONG,2.1851,103.0000,2026-08-21
733,ase_pt_e99a1c0bac7a44b8,PUT,LONG,3.4301,100.0000,2026-08-21
734,ase_pt_23c047592c864aa6,CALL,LONG,5.7329,96.0000,2026-08-21
736,ase_pt_23c047592c864aa6,CALL,LONG,1.8561,104.0000,2026-08-21
737,ase_pt_23c047592c864aa6,PUT,LONG,5.8561,104.0000,2026-08-21
739,ase_pt_23c047592c864aa6,PUT,LONG,1.7329,96.0000,2026-08-21
740,ase_pt_5a58675379e94007,PUT,LONG,0.1781,87.0000,2026-08-21
743,ase_pt_5a58675379e94007,CALL,LONG,0.3198,113.0000,2026-08-21
744,ase_pt_5a58675379e94007,PUT,LONG,0.9219,93.0000,2026-08-21
747,ase_pt_5a58675379e94007,CALL,LONG,1.0942,107.0000,2026-08-21
748,ase_pt_374d35422d344aa3,CALL,LONG,2.3356,102.5800,2026-08-21
749,ase_pt_d290c1a0e61b449f,PUT,LONG,4.9156,102.5800,2026-08-21
750,ase_pt_172a972a10174266,CALL,LONG,17.3751,89.3800,2027-07-16
751,ase_pt_e7789d15879a45eb,PUT,LONG,6.7551,89.3800,2027-07-16
752,ase_pt_1b16a124b3174a1d,CALL,LONG,7.6404,93.3600,2026-08-21
753,ase_pt_c985351fe54449c8,PUT,LONG,1.0004,93.3600,2026-08-21
754,ase_pt_26b9a78175254dcd,CALL,LONG,17.3751,89.3800,2027-07-16
756,ase_pt_a786e2c48589413f,PUT,LONG,6.7551,89.3800,2027-07-16
758,ase_pt_ff4857b9ca1e4f31,CALL,LONG,3.2547,100.3700,2026-08-21
760,ase_pt_07bdcfff5f604dac,CALL,LONG,5.0262,97.1000,2026-08-21
762,ase_pt_9c6a842c94f74f0c,CALL,LONG,1.9345,103.7500,2026-08-21
765,ase_pt_a0f182a9ba75429b,CALL,LONG,0.9215,107.9100,2026-08-21
767,ase_pt_00b9fcf63ec84443,CALL,LONG,0.6432,109.7300,2026-08-21
768,ase_pt_89e9a7a206094b5d,CALL,LONG,3.2547,100.3700,2026-08-21
770,ase_pt_9221343a8ff442c1,CALL,LONG,3.2547,100.3700,2026-08-21
772,ase_pt_2be32f47df1f4199,CALL,LONG,13.3288,96.9500,2027-07-16
775,ase_pt_3a461d2fa135461e,CALL,LONG,0.6432,109.7300,2026-08-21
776,ase_pt_8b344752f60546a1,CALL,LONG,3.2547,100.3700,2026-08-21
778,ase_pt_9b4f4bfe915d486c,PUT,LONG,3.6247,100.3700,2026-08-21
780,ase_pt_d66365d89f08431d,PUT,LONG,2.1262,97.1000,2026-08-21
782,ase_pt_36c1bab4acbe416d,PUT,LONG,5.6845,103.7500,2026-08-21
785,ase_pt_072d99d8825b437b,PUT,LONG,8.8315,107.9100,2026-08-21
787,ase_pt_13ff268f37fb45d6,PUT,LONG,10.3732,109.7300,2026-08-21
788,ase_pt_824858ba1134432d,PUT,LONG,3.6247,100.3700,2026-08-21
790,ase_pt_81456c16dc9141dc,PUT,LONG,3.6247,100.3700,2026-08-21
792,ase_pt_68dedcd545444fa1,PUT,LONG,10.2788,96.9500,2027-07-16
795,ase_pt_5dd2701e8ad6448e,PUT,LONG,10.3732,109.7300,2026-08-21
796,ase_pt_d4b58757814f4b80,PUT,LONG,3.6247,100.3700,2026-08-21
798,ase_pt_5dc715014dd84a43,CALL,LONG,3.2547,100.3700,2026-08-21
801,ase_pt_5dc715014dd84a43,PUT,LONG,8.8315,107.9100,2026-08-21
802,ase_pt_29707c7594b24de3,PUT,LONG,3.6247,100.3700,2026-08-21
805,ase_pt_29707c7594b24de3,CALL,LONG,0.9215,107.9100,2026-08-21
807,ase_pt_7f4cbe9e07c348b3,CALL,LONG,4.5063,100.7400,2026-09-18
809,ase_pt_e0843e5730d14f6a,PUT,LONG,5.2463,100.7400,2026-09-18
811,ase_pt_24c4ba6f47cb4240,CALL,LONG,6.9385,96.1300,2026-09-18
813,ase_pt_55f2879c9c234ae8,CALL,LONG,2.1747,107.3800,2026-09-18
815,ase_pt_7904fd855b78444d,CALL,LONG,2.1747,107.3800,2026-09-18
817,ase_pt_7904fd855b78444d,PUT,LONG,9.5547,107.3800,2026-09-18
819,ase_pt_53fd94a5236f4933,CALL,LONG,4.5063,100.7400,2026-09-18
821,ase_pt_04f4c3ecbe4a4039,CALL,LONG,10.0335,104.6000,2027-07-16
823,ase_pt_b70d6af2f94d4814,PUT,LONG,14.6335,104.6000,2027-07-16
824,ase_pt_a36cd5a474524c44,CALL,LONG,4.5063,100.7400,2026-09-18
826,ase_pt_94869ecb05004e5d,CALL,LONG,6.0365,97.6900,2026-09-18
828,ase_pt_68eeb4f5c58f48cd,PUT,LONG,3.7265,97.6900,2026-09-18
830,ase_pt_3fea564c077e49df,CALL,LONG,4.5063,100.7400,2026-09-18
833,ase_pt_751823b026db4dd0,CALL,LONG,1.5664,105.0000,2026-08-21
834,ase_pt_34b7749cae3b494d,CALL,LONG,2.6826,105.5800,2026-09-18
836,ase_pt_34b7749cae3b494d,PUT,LONG,8.2626,105.5800,2026-09-18
838,ase_pt_6bb95b5aa7244b82,CALL,LONG,17.3751,89.3800,2027-07-16
840,ase_pt_df9ef3680a77413b,PUT,LONG,6.7551,89.3800,2027-07-16
842,ase_pt_0fd2fff6f13649d5,CALL,LONG,4.5063,100.7400,2026-09-18
844,ase_pt_0ec22af1f8694c35,CALL,LONG,4.5063,100.7400,2026-09-18
846,ase_pt_78bec6a96d964fd6,PUT,LONG,5.2463,100.7400,2026-09-18
848,ase_pt_f524316759cb4ded,CALL,LONG,4.5063,100.7400,2026-09-18
850,ase_pt_f524316759cb4ded,PUT,LONG,5.2463,100.7400,2026-09-18
852,ase_pt_155673414d9c4237,CALL,LONG,7.2678,97.3700,2026-10-16
854,ase_pt_492673dfeb9d4bb4,CALL,LONG,3.2547,100.3700,2026-08-21
855,ase_pt_492673dfeb9d4bb4,PUT,LONG,3.6247,100.3700,2026-08-21
856,ase_pt_e8daada75c2d4937,CALL,LONG,1.2286,106.3700,2026-08-21
857,ase_pt_e8daada75c2d4937,PUT,LONG,7.5986,106.3700,2026-08-21
858,ase_pt_bb16728c9ab74c57,CALL,LONG,3.2547,100.3700,2026-08-21
859,ase_pt_bb16728c9ab74c57,PUT,LONG,3.6247,100.3700,2026-08-21
860,ase_pt_dda2c92bd3bf4532,CALL,LONG,3.2547,100.3700,2026-08-21
861,ase_pt_dda2c92bd3bf4532,PUT,LONG,3.6247,100.3700,2026-08-21
864,ase_pt_6380627d787b417b,CALL,LONG,0.9215,107.9100,2026-08-21
865,ase_pt_6380627d787b417b,PUT,LONG,8.8315,107.9100,2026-08-21
866,ase_pt_989392eefb9541f2,CALL,LONG,3.2547,100.3700,2026-08-21
867,ase_pt_989392eefb9541f2,PUT,LONG,3.6247,100.3700,2026-08-21
871,ase_pt_c15348efbf064e5a,CALL,LONG,4.5063,100.7400,2026-09-18
873,ase_pt_c15348efbf064e5a,PUT,LONG,5.2463,100.7400,2026-09-18
874,ase_pt_1efc5e19f4d2470b,CALL,LONG,2.1747,107.3800,2026-09-18
876,ase_pt_1efc5e19f4d2470b,PUT,LONG,9.5547,107.3800,2026-09-18
878,ase_pt_83d56a0a0f0f40a3,CALL,LONG,3.7847,99.2900,2026-08-21
880,ase_pt_83d56a0a0f0f40a3,CALL,LONG,2.7741,101.4600,2026-08-21
881,ase_pt_7d604ae2b8b84008,PUT,LONG,3.0747,99.2900,2026-08-21
883,ase_pt_7d604ae2b8b84008,PUT,LONG,4.2341,101.4600,2026-08-21
884,ase_pt_5531bb51b3f046e0,CALL,LONG,1.2286,106.3700,2026-08-21
887,ase_pt_5531bb51b3f046e0,PUT,LONG,7.5986,106.3700,2026-08-21
888,ase_pt_bb138449b1884e36,CALL,LONG,3.7847,99.2900,2026-08-21
890,ase_pt_bb138449b1884e36,CALL,LONG,1.9345,103.7500,2026-08-21
891,ase_pt_848e090753ce4b78,PUT,LONG,3.0747,99.2900,2026-08-21
893,ase_pt_848e090753ce4b78,PUT,LONG,5.6845,103.7500,2026-08-21
894,ase_pt_c7352c9de31649d5,CALL,LONG,3.7847,99.2900,2026-08-21
896,ase_pt_c7352c9de31649d5,CALL,LONG,2.3356,102.5800,2026-08-21
897,ase_pt_63167d95b92d46a9,CALL,LONG,3.7847,99.2900,2026-08-21
899,ase_pt_63167d95b92d46a9,CALL,LONG,1.5664,105.0000,2026-08-21
900,ase_pt_4e005621b9684abd,CALL,LONG,5.0262,97.1000,2026-08-21
902,ase_pt_4e005621b9684abd,CALL,LONG,1.9345,103.7500,2026-08-21
903,ase_pt_03849d666efe4824,CALL,LONG,3.4592,99.9400,2026-08-21
905,ase_pt_03849d666efe4824,CALL,LONG,3.0586,100.8000,2026-08-21
906,ase_pt_e7742d0825944040,CALL,LONG,3.7847,99.2900,2026-08-21
908,ase_pt_e7742d0825944040,CALL,LONG,2.7741,101.4600,2026-08-21
909,ase_pt_e7742d0825944040,PUT,LONG,3.0747,99.2900,2026-08-21
911,ase_pt_e7742d0825944040,PUT,LONG,4.2341,101.4600,2026-08-21
912,ase_pt_8dbc75e418544b88,CALL,LONG,4.5063,100.7400,2026-09-18
914,ase_pt_8dbc75e418544b88,CALL,LONG,5.4274,101.1200,2026-10-16
915,ase_pt_c45fec7c13434445,CALL,LONG,3.7847,99.2900,2026-08-21
917,ase_pt_c45fec7c13434445,CALL,LONG,2.3356,102.5800,2026-08-21
918,ase_pt_0e5e83ab54cb4538,PUT,LONG,10.3732,109.7300,2026-08-21
921,ase_pt_0e5e83ab54cb4538,CALL,LONG,0.6432,109.7300,2026-08-21
922,ase_pt_ff3f24f24b8e45f4,PUT,LONG,8.8315,107.9100,2026-08-21
925,ase_pt_ff3f24f24b8e45f4,CALL,LONG,0.9215,107.9100,2026-08-21
926,ase_pt_762319e20bcf4980,PUT,LONG,13.5617,113.2600,2026-08-21
929,ase_pt_762319e20bcf4980,CALL,LONG,0.3017,113.2600,2026-08-21
931,ase_pt_c5e54d1c2fad41cc,PUT,LONG,6.5664,105.0000,2026-08-21
932,ase_pt_c5e54d1c2fad41cc,CALL,LONG,1.5664,105.0000,2026-08-21
934,ase_pt_bfcfa9b74a7841ec,PUT,LONG,12.4628,112.0700,2026-08-21
937,ase_pt_bfcfa9b74a7841ec,CALL,LONG,0.9215,107.9100,2026-08-21
938,ase_pt_6902ab81fd5c473c,PUT,LONG,12.4628,112.0700,2026-08-21
941,ase_pt_6902ab81fd5c473c,CALL,LONG,0.9215,107.9100,2026-08-21
942,ase_pt_1ec92c1858a942b5,PUT,LONG,12.4628,112.0700,2026-08-21
945,ase_pt_1ec92c1858a942b5,CALL,LONG,0.3928,112.0700,2026-08-21
946,ase_pt_1ec92c1858a942b5,PUT,LONG,6.5664,105.0000,2026-08-21
949,ase_pt_1ec92c1858a942b5,CALL,LONG,1.5664,105.0000,2026-08-21
950,ase_pt_c985b0ea78c349bf,PUT,LONG,8.8315,107.9100,2026-08-21
953,ase_pt_c985b0ea78c349bf,CALL,LONG,0.3928,112.0700,2026-08-21
954,ase_pt_725a2fc7d4474ae9,PUT,LONG,10.3732,109.7300,2026-08-21
957,ase_pt_725a2fc7d4474ae9,CALL,LONG,0.6432,109.7300,2026-08-21
958,ase_pt_10e90105a8cd4fd0,PUT,LONG,12.4628,112.0700,2026-08-21
961,ase_pt_10e90105a8cd4fd0,CALL,LONG,0.3928,112.0700,2026-08-21
962,ase_pt_d742e132255243af,PUT,LONG,12.4628,112.0700,2026-08-21
965,ase_pt_d742e132255243af,CALL,LONG,0.3928,112.0700,2026-08-21
968,ase_pt_630c5bfba91c45a1,PUT,LONG,10.3732,109.7300,2026-08-21
969,ase_pt_630c5bfba91c45a1,CALL,LONG,0.6432,109.7300,2026-08-21
971,ase_pt_bb4541f2bdfc46ca,CALL,LONG,1.5664,105.0000,2026-08-21
973,ase_pt_d8dc2fb768cf4d72,PUT,LONG,6.5664,105.0000,2026-08-21
974,ase_pt_2b1cb0acde8a4d2a,CALL,LONG,3.7847,99.2900,2026-08-21
976,ase_pt_2b1cb0acde8a4d2a,CALL,LONG,0.9215,107.9100,2026-08-21
977,ase_pt_98a9900391574b3c,PUT,LONG,3.0747,99.2900,2026-08-21
979,ase_pt_98a9900391574b3c,PUT,LONG,8.8315,107.9100,2026-08-21
981,ase_pt_df0d1012524347fb,PUT,LONG,10.3732,109.7300,2026-08-21
983,ase_pt_df0d1012524347fb,CALL,LONG,0.6432,109.7300,2026-08-21
984,ase_pt_963783dd4e834ad5,CALL,LONG,0.9215,107.9100,2026-08-21
987,ase_pt_963783dd4e834ad5,PUT,LONG,8.8315,107.9100,2026-08-21
989,ase_pt_3f620ebb349a4df9,CALL,LONG,3.2547,100.3700,2026-08-21
990,ase_pt_3f620ebb349a4df9,PUT,LONG,3.6247,100.3700,2026-08-21
992,ase_pt_bf9746964617425a,PUT,LONG,12.4628,112.0700,2026-08-21
994,ase_pt_305c8be299544ad0,PUT,LONG,10.3732,109.7300,2026-08-21
996,ase_pt_dea8aa2dc202496f,CALL,LONG,3.2547,100.3700,2026-08-21
999,ase_pt_dea8aa2dc202496f,PUT,LONG,10.3732,109.7300,2026-08-21
1002,ase_pt_f3afc3f4ede84b03,CALL,LONG,0.6432,109.7300,2026-08-21
1003,ase_pt_f3afc3f4ede84b03,PUT,LONG,10.3732,109.7300,2026-08-21
1004,ase_pt_a2df9c7deeea4407,CALL,LONG,3.2547,100.3700,2026-08-21
1005,ase_pt_a2df9c7deeea4407,PUT,LONG,3.6247,100.3700,2026-08-21
1006,ase_pt_c8bf85c6ede2488b,CALL,LONG,4.5063,100.7400,2026-09-18
1008,ase_pt_5e1802c0f78045cb,CALL,LONG,3.2547,100.3700,2026-08-21
1009,ase_pt_5e1802c0f78045cb,PUT,LONG,3.6247,100.3700,2026-08-21
1010,ase_pt_c8dd09199fb94cf3,CALL,LONG,1.2286,106.3700,2026-08-21
1011,ase_pt_c8dd09199fb94cf3,PUT,LONG,7.5986,106.3700,2026-08-21
1012,ase_pt_f352a5bb0a3845c7,CALL,LONG,3.7847,99.2900,2026-08-21
1014,ase_pt_f352a5bb0a3845c7,CALL,LONG,2.3356,102.5800,2026-08-21
1015,ase_pt_496875cb2f7d476e,PUT,LONG,12.4628,112.0700,2026-08-21
1018,ase_pt_496875cb2f7d476e,CALL,LONG,0.3928,112.0700,2026-08-21
1019,ase_pt_d8d2ea56d692462f,CALL,LONG,4.5063,100.7400,2026-09-18
1021,ase_pt_bed69d2bf32e4b21,PUT,LONG,10.3732,109.7300,2026-08-21
1024,ase_pt_bed69d2bf32e4b21,CALL,LONG,0.6432,109.7300,2026-08-21
1025,ase_pt_ea93f5edcbd049a6,CALL,LONG,3.2547,100.3700,2026-08-21
1027,ase_pt_16cf6d806ea34cdc,CALL,LONG,3.7847,99.2900,2026-08-21
1029,ase_pt_16cf6d806ea34cdc,CALL,LONG,2.7741,101.4600,2026-08-21
1030,ase_pt_d3b5f2da35984057,CALL,LONG,0.9215,107.9100,2026-08-21
1033,ase_pt_d3b5f2da35984057,PUT,LONG,8.8315,107.9100,2026-08-21
1034,ase_pt_8d400ce6441c4402,PUT,LONG,12.4628,112.0700,2026-08-21
1037,ase_pt_8d400ce6441c4402,CALL,LONG,0.3928,112.0700,2026-08-21
1038,ase_pt_854cdbc63d0e4302,CALL,LONG,0.9215,107.9100,2026-08-21
1039,ase_pt_854cdbc63d0e4302,PUT,LONG,8.8315,107.9100,2026-08-21
1040,ase_pt_e7d78e583530476c,PUT,LONG,6.5664,105.0000,2026-08-21
1042,ase_pt_eb69c5f8d45a4cea,CALL,LONG,1.0929,105.0000,2026-08-07
1043,ase_pt_08179cf977334df3,CALL,LONG,4.4890,98.0000,2026-08-21
1045,ase_pt_8b9f1e603d544491,PUT,LONG,0.5665,91.0000,2026-08-21
1048,ase_pt_8b9f1e603d544491,CALL,LONG,0.7449,109.0000,2026-08-21
1049,ase_pt_0c9b4327f85a4179,CALL,LONG,5.0882,97.0000,2026-08-21
1051,ase_pt_0c9b4327f85a4179,CALL,LONG,2.1851,103.0000,2026-08-21
1053,ase_pt_0c9b4327f85a4179,PUT,LONG,3.4301,100.0000,2026-08-21
1054,ase_pt_b217288663e64abf,CALL,LONG,5.7329,96.0000,2026-08-21
1056,ase_pt_b217288663e64abf,CALL,LONG,1.8561,104.0000,2026-08-21
1057,ase_pt_b217288663e64abf,PUT,LONG,5.8561,104.0000,2026-08-21
1059,ase_pt_b217288663e64abf,PUT,LONG,1.7329,96.0000,2026-08-21
1060,ase_pt_eacf187fc03e42a8,PUT,LONG,0.1781,87.0000,2026-08-21
1063,ase_pt_eacf187fc03e42a8,CALL,LONG,0.3198,113.0000,2026-08-21
1064,ase_pt_eacf187fc03e42a8,PUT,LONG,0.9219,93.0000,2026-08-21
1067,ase_pt_eacf187fc03e42a8,CALL,LONG,1.0942,107.0000,2026-08-21
1068,ase_pt_6d5376710e84479f,CALL,LONG,2.3356,102.5800,2026-08-21
1069,ase_pt_3ca0620c4cef4d6f,PUT,LONG,4.9156,102.5800,2026-08-21
1070,ase_pt_974bac188a97487c,CALL,LONG,17.3751,89.3800,2027-07-16
1071,ase_pt_1c95fb9bd5194ab1,PUT,LONG,6.7551,89.3800,2027-07-16
1072,ase_pt_bbb2af4febbf44fa,CALL,LONG,7.6404,93.3600,2026-08-21
1073,ase_pt_df836ccb480e43ac,PUT,LONG,1.0004,93.3600,2026-08-21
1074,ase_pt_baad41bd56d44e0e,CALL,LONG,17.3751,89.3800,2027-07-16
1076,ase_pt_8b3c4ae687964a70,PUT,LONG,6.7551,89.3800,2027-07-16
1078,ase_pt_cf555e7bab05428c,CALL,LONG,3.2547,100.3700,2026-08-21
1080,ase_pt_341ee9bd107947a6,CALL,LONG,5.0262,97.1000,2026-08-21
1082,ase_pt_48e071537e064f17,CALL,LONG,1.9345,103.7500,2026-08-21
1085,ase_pt_774ec411f0664b5e,CALL,LONG,0.9215,107.9100,2026-08-21
1087,ase_pt_9ce40b1112c2482f,CALL,LONG,0.6432,109.7300,2026-08-21
1088,ase_pt_c6a51fd7f76347fe,CALL,LONG,3.2547,100.3700,2026-08-21
1090,ase_pt_f5dd6dc35bb846d9,CALL,LONG,3.2547,100.3700,2026-08-21
1092,ase_pt_a1fcb5049d0f413b,CALL,LONG,13.3288,96.9500,2027-07-16
1095,ase_pt_8f481826e0ff4f9b,CALL,LONG,0.6432,109.7300,2026-08-21
1096,ase_pt_364e2c86c1d6469d,CALL,LONG,3.2547,100.3700,2026-08-21
1098,ase_pt_5451fd35cf2d40c9,PUT,LONG,3.6247,100.3700,2026-08-21
1100,ase_pt_304246ad516046d6,PUT,LONG,2.1262,97.1000,2026-08-21
1102,ase_pt_63b79671045a4aa2,PUT,LONG,5.6845,103.7500,2026-08-21
1105,ase_pt_44cb1b0418044113,PUT,LONG,8.8315,107.9100,2026-08-21
1107,ase_pt_4ef17b0e1c6546f6,PUT,LONG,10.3732,109.7300,2026-08-21
1108,ase_pt_bcbabed4ff834d64,PUT,LONG,3.6247,100.3700,2026-08-21
