id,paper_trade_id,buy_or_sell,asset_type,delta
1487,ase_pt_27770dc5a81e4e91,LONG,CALL,0.5000
1491,ase_pt_23ef28daf9cb47a1,LONG,CALL,0.5000
1492,ase_pt_23ef28daf9cb47a1,SHORT,CALL,0.5000
1497,ase_pt_6c50347440d247b4,LONG,CALL,0.5000
1501,ase_pt_c1b18ab884d94247,LONG,CALL,0.5000
1503,ase_pt_03e63508f3af489f,LONG,CALL,0.5000
1505,ase_pt_57db029c27af45e3,SHORT,CALL,0.5000
1509,ase_pt_32186d8d86644d8a,LONG,CALL,0.5000
1513,ase_pt_8cea473fdd8847ee,SHORT,CALL,0.5000
1514,ase_pt_8cea473fdd8847ee,LONG,CALL,0.5000
1522,ase_pt_713d53f998734c95,SHORT,CALL,0.5000
1528,ase_pt_eae220cc91eb49ee,SHORT,CALL,0.5000
1532,ase_pt_873fee4ef10f4d1e,SHORT,CALL,0.5000
1538,ase_pt_78d7474730e741f4,SHORT,CALL,0.5000
1544,ase_pt_d44e9670399c408a,SHORT,CALL,0.5000
1556,ase_pt_e66149ee488d4111,LONG,CALL,0.5000
1559,ase_pt_5a6ff0d6be8e48cc,SHORT,CALL,0.5000
1566,ase_pt_4c06105a01794947,LONG,CALL,0.5000
1568,ase_pt_d6f552806c264371,LONG,CALL,0.5000
1574,ase_pt_f0718fd916934cfe,LONG,CALL,0.5000
1596,ase_pt_1a312a5f3dae490c,LONG,CALL,0.5000
1604,ase_pt_eaf300904a6b46b0,SHORT,CALL,0.5000
1605,ase_pt_eaf300904a6b46b0,LONG,CALL,0.5000
1616,ase_pt_e94e06bd9ba64a13,SHORT,CALL,0.5000
1617,ase_pt_e94e06bd9ba64a13,LONG,CALL,0.5000
1618,ase_pt_9f6f3232705d4af8,SHORT,CALL,0.5000
1619,ase_pt_9f6f3232705d4af8,LONG,CALL,0.5000
1622,ase_pt_12552ba816c647a6,LONG,CALL,0.5000
1628,ase_pt_9c780403c45a475f,LONG,CALL,0.5000
1630,ase_pt_95154129d2f04501,SHORT,CALL,0.5000
1640,ase_pt_abd22434ae404043,LONG,CALL,0.5000
1642,ase_pt_071dfaed07c840a7,LONG,CALL,0.5000
1646,ase_pt_ad40ee17f4b24319,LONG,CALL,0.5000
1647,ase_pt_ad40ee17f4b24319,SHORT,CALL,0.5000
1652,ase_pt_a177f80b7b324348,LONG,CALL,0.5000
1656,ase_pt_0dc66601fbd449ff,LONG,CALL,0.5000
1658,ase_pt_693ad4c178f244e6,LONG,CALL,0.5000
1660,ase_pt_9ad847fa6c644d6e,SHORT,CALL,0.5000
1664,ase_pt_9304bdbefbc643c7,LONG,CALL,0.5000
1668,ase_pt_4bc71f3c83f84bc1,SHORT,CALL,0.5000
1669,ase_pt_4bc71f3c83f84bc1,LONG,CALL,0.5000
1677,ase_pt_23883886b1684ced,SHORT,CALL,0.5000
1683,ase_pt_75bb9bbffddc42a9,SHORT,CALL,0.5000
1687,ase_pt_48c41c48d3a14ba2,SHORT,CALL,0.5000
1693,ase_pt_0b933a575f704d7e,SHORT,CALL,0.5000
1699,ase_pt_857897d4d0ff4f19,SHORT,CALL,0.5000
1702,ase_pt_758e90c2983f47df,SHORT,CALL,0.5000
1705,ase_pt_19fd1a1afed14598,SHORT,CALL,0.5000
1710,ase_pt_a1d17b4de5fb4ab9,LONG,CALL,0.5000
1711,ase_pt_a1d17b4de5fb4ab9,SHORT,CALL,0.5000
1712,ase_pt_a1d17b4de5fb4ab9,LONG,CALL,0.5000
1714,ase_pt_69d1459f2919466e,SHORT,CALL,0.5000
1765,ase_pt_856dbff788e84c4c,SHORT,CALL,0.5000
1768,ase_pt_a14c917b2b5f4bac,SHORT,CALL,0.5000
1783,ase_pt_471b2b947e7240f9,SHORT,CALL,0.5000
1787,ase_pt_efb8edaa521b47e8,LONG,CALL,0.5000
1794,ase_pt_102122e7c9aa4c81,LONG,CALL,0.5000
1802,ase_pt_c5fdce8b34414e05,LONG,CALL,0.5000
1804,ase_pt_afb8e8c13d074159,LONG,CALL,0.5000
1805,ase_pt_afb8e8c13d074159,SHORT,CALL,0.5000
1806,ase_pt_1bc8f735bf054b14,LONG,CALL,0.5000
1811,ase_pt_11a533f7ddb84c21,SHORT,CALL,0.5000
1817,ase_pt_87f340e043e5485d,LONG,CALL,0.5000
1818,ase_pt_87f340e043e5485d,SHORT,CALL,0.5000
1823,ase_pt_f1c574b9890e4d08,LONG,CALL,0.5000
1826,ase_pt_7c3c312e45784293,SHORT,CALL,0.5000
1829,ase_pt_8866dcbf077e4891,SHORT,CALL,0.5000
1853,ase_pt_9193accc15f84997,SHORT,CALL,0.5000
1876,ase_pt_c10d6a979ce8484c,LONG,CALL,0.5000
1879,ase_pt_8dc0c46744d64953,SHORT,CALL,0.5000
1886,ase_pt_40a66873201c42c8,LONG,CALL,0.5000
1888,ase_pt_6cbd35962d814902,LONG,CALL,0.5000
1894,ase_pt_952d56fbc7614422,LONG,CALL,0.5000
1916,ase_pt_c319fad03c394a4c,LONG,CALL,0.5000
1924,ase_pt_8ed093812bf24ba3,SHORT,CALL,0.5000
1925,ase_pt_8ed093812bf24ba3,LONG,CALL,0.5000
1936,ase_pt_192d57c47a354464,SHORT,CALL,0.5000
1937,ase_pt_192d57c47a354464,LONG,CALL,0.5000
1938,ase_pt_0ba8a78cd5cc44df,SHORT,CALL,0.5000
1939,ase_pt_0ba8a78cd5cc44df,LONG,CALL,0.5000
1942,ase_pt_5d0d01f3280c46b1,LONG,CALL,0.5000
1948,ase_pt_cf1c0cd326094aec,LONG,CALL,0.5000
1950,ase_pt_b02668e8ecc4498d,SHORT,CALL,0.5000
1960,ase_pt_7f0e2dbd0444465a,LONG,CALL,0.5000
1962,ase_pt_24be3ac5a5824fcf,LONG,CALL,0.5000
1966,ase_pt_e027cb165fd34219,LONG,CALL,0.5000
1967,ase_pt_e027cb165fd34219,SHORT,CALL,0.5000
1972,ase_pt_cecf9ac515e84f97,LONG,CALL,0.5000
1976,ase_pt_47b045d3637a422d,LONG,CALL,0.5000
1978,ase_pt_f718bcf91c2f4cf6,LONG,CALL,0.5000
1980,ase_pt_cc391a931e4f47f4,SHORT,CALL,0.5000
1984,ase_pt_77eb0b5360724f38,LONG,CALL,0.5000
1988,ase_pt_6aca195c5bfb4fb8,SHORT,CALL,0.5000
1989,ase_pt_6aca195c5bfb4fb8,LONG,CALL,0.5000
1997,ase_pt_63310aeadd5649cd,SHORT,CALL,0.5000
2003,ase_pt_e9774f4255124adc,SHORT,CALL,0.5000
2007,ase_pt_138b12dca04a4839,SHORT,CALL,0.5000
2013,ase_pt_9179e74a98ee4988,SHORT,CALL,0.5000
2019,ase_pt_80b5cd91d5bc4242,SHORT,CALL,0.5000
2022,ase_pt_61d345b280ce4300,SHORT,CALL,0.5000
2025,ase_pt_7306e190b47841d5,SHORT,CALL,0.5000
2030,ase_pt_00aa4dfd26224440,LONG,CALL,0.5000
2031,ase_pt_00aa4dfd26224440,SHORT,CALL,0.5000
2032,ase_pt_00aa4dfd26224440,LONG,CALL,0.5000
2034,ase_pt_3632906f3796405f,SHORT,CALL,0.5000
2085,ase_pt_b5a80c476a354e47,SHORT,CALL,0.5000
2088,ase_pt_b82b26af17754238,SHORT,CALL,0.5000
2103,ase_pt_b18fa90299b1435f,SHORT,CALL,0.5000
2107,ase_pt_afbccbf809824372,LONG,CALL,0.5000
2114,ase_pt_13f1551ef56f423a,LONG,CALL,0.5000
2122,ase_pt_01bff1e9f1a94d9b,LONG,CALL,0.5000
2124,ase_pt_deec57d13d8148c3,LONG,CALL,0.5000
2125,ase_pt_deec57d13d8148c3,SHORT,CALL,0.5000
2126,ase_pt_323b41a676d94132,LONG,CALL,0.5000
2131,ase_pt_3fc17c17f0ee41d0,SHORT,CALL,0.5000
2137,ase_pt_ba237dbdad944b8b,LONG,CALL,0.5000
2138,ase_pt_ba237dbdad944b8b,SHORT,CALL,0.5000
2143,ase_pt_e68147c53ad64379,LONG,CALL,0.5000
2146,ase_pt_ad101c6b69114db6,SHORT,CALL,0.5000
2149,ase_pt_b816b72e7a2f46dc,SHORT,CALL,0.5000
2173,ase_pt_9bb6a291e8394a63,SHORT,CALL,0.5000
1225,ase_pt_e56739d70d014172,LONG,CALL,0.4800
585,ase_pt_df79891422ec4bf6,LONG,CALL,0.4800
2023,ase_pt_61d345b280ce4300,LONG,CALL,0.4800
265,ase_pt_b592a8277a61404c,LONG,CALL,0.4800
905,ase_pt_03849d666efe4824,LONG,CALL,0.4800
1703,ase_pt_758e90c2983f47df,LONG,CALL,0.4800
578,ase_pt_aa91c2601a534cca,SHORT,CALL,0.4500
2026,ase_pt_7306e190b47841d5,LONG,CALL,0.4500
1370,ase_pt_43b493247bb548cc,SHORT,CALL,0.4500
1050,ase_pt_0c9b4327f85a4179,SHORT,CALL,0.4500
426,ase_pt_e4fbd56c2fba44d5,SHORT,CALL,0.4500
2184,ase_pt_3f2458b9297a4ad0,SHORT,CALL,0.4500
268,ase_pt_071adb86c61641aa,LONG,CALL,0.4500
588,ase_pt_0dc88f03b7564659,LONG,CALL,0.4500
389,ase_pt_02fefa8de1fa4313,LONG,CALL,0.4500
1523,ase_pt_713d53f998734c95,LONG,CALL,0.4500
1228,ase_pt_d98382cd2b4f4c2d,LONG,CALL,0.4500
1706,ase_pt_19fd1a1afed14598,LONG,CALL,0.4500
2168,ase_pt_0dd30d7452624163,SHORT,CALL,0.4500
2016,ase_pt_2d62d52019a541bb,SHORT,CALL,0.4500
1029,ase_pt_16cf6d806ea34cdc,LONG,CALL,0.4500
709,ase_pt_9ae3a43abb114bb3,LONG,CALL,0.4500
1386,ase_pt_e2570da6158e4bf8,SHORT,CALL,0.4500
1827,ase_pt_7c3c312e45784293,LONG,CALL,0.4500
1998,ase_pt_63310aeadd5649cd,LONG,CALL,0.4500
2147,ase_pt_ad101c6b69114db6,LONG,CALL,0.4500
240,ase_pt_2fc2f3bd813c4201,LONG,CALL,0.4500
1864,ase_pt_0910e43b7e134256,SHORT,CALL,0.4500
730,ase_pt_e99a1c0bac7a44b8,SHORT,CALL,0.4500
1066,ase_pt_eacf187fc03e42a8,SHORT,CALL,0.4500
560,ase_pt_873a7401af7c499b,LONG,CALL,0.4500
258,ase_pt_5bab2972c84849cd,SHORT,CALL,0.4500
1696,ase_pt_ddaaad97b7254e99,SHORT,CALL,0.4500
880,ase_pt_83d56a0a0f0f40a3,LONG,CALL,0.4500
1678,ase_pt_23883886b1684ced,LONG,CALL,0.4500
1848,ase_pt_5512d71f7e0c419d,SHORT,CALL,0.4500
1541,ase_pt_3e1833f415fd414f,SHORT,CALL,0.4500
1218,ase_pt_02d0d9913754443c,SHORT,CALL,0.4500
746,ase_pt_5a58675379e94007,SHORT,CALL,0.4500
908,ase_pt_e7742d0825944040,LONG,CALL,0.4500
898,ase_pt_63167d95b92d46a9,SHORT,CALL,0.4500
1200,ase_pt_2f51cdd5a4bc4ffd,LONG,CALL,0.4500
410,ase_pt_bbd9a12dae4b4160,SHORT,CALL,0.4500
1349,ase_pt_687d43cfbe23447f,LONG,CALL,0.4500
2169,ase_pt_0dd30d7452624163,LONG,CALL,0.4200
1371,ase_pt_43b493247bb548cc,LONG,CALL,0.4200
411,ase_pt_bbd9a12dae4b4160,LONG,CALL,0.4200
1051,ase_pt_0c9b4327f85a4179,LONG,CALL,0.4200
731,ase_pt_e99a1c0bac7a44b8,LONG,CALL,0.4200
1849,ase_pt_5512d71f7e0c419d,LONG,CALL,0.4200
374,ase_pt_93a3a93c4f9f4e12,LONG,CALL,0.4000
1746,ase_pt_937913978a7345bf,SHORT,CALL,0.4000
1089,ase_pt_c6a51fd7f76347fe,SHORT,CALL,0.4000
948,ase_pt_1ec92c1858a942b5,SHORT,CALL,0.4000
1641,ase_pt_abd22434ae404043,SHORT,CALL,0.4000
1949,ase_pt_cf1c0cd326094aec,SHORT,CALL,0.4000
308,ase_pt_5b48b5fc0a3f40de,SHORT,CALL,0.4000
1412,ase_pt_e549a8e66b504915,SHORT,CALL,0.4000
576,ase_pt_aeb5d4d092ea48cc,LONG,CALL,0.4000
1629,ase_pt_9c780403c45a475f,SHORT,CALL,0.4000
1539,ase_pt_78d7474730e741f4,LONG,CALL,0.4000
428,ase_pt_b4fa0790417d42e0,LONG,CALL,0.4000
1268,ase_pt_70ff8734f7804dad,SHORT,CALL,0.4000
2014,ase_pt_9179e74a98ee4988,LONG,CALL,0.4000
108,ase_pt_31a61421b62646dc,LONG,CALL,0.4000
831,ase_pt_3fea564c077e49df,SHORT,CALL,0.4000
1163,ase_pt_0f75b5e82d514193,SHORT,CALL,0.4000
1546,ase_pt_f033ed36fcef4965,LONG,CALL,0.4000
843,ase_pt_0fd2fff6f13649d5,SHORT,CALL,0.4000
277,ase_pt_48205beec76749a1,LONG,CALL,0.4000
1961,ase_pt_7f0e2dbd0444465a,SHORT,CALL,0.4000
1715,ase_pt_69d1459f2919466e,LONG,CALL,0.4000
1812,ase_pt_11a533f7ddb84c21,LONG,CALL,0.4000
256,ase_pt_713448510d67452d,LONG,CALL,0.4000
1151,ase_pt_7321ce7d9a704a8b,SHORT,CALL,0.4000
1866,ase_pt_d65d6f9ae7c349d2,LONG,CALL,0.4000
1362,ase_pt_02879b05ff214e47,LONG,CALL,0.4000
2132,ase_pt_3fc17c17f0ee41d0,LONG,CALL,0.4000
917,ase_pt_c45fec7c13434445,LONG,CALL,0.4000
2160,ase_pt_4d4e18373bcb40ef,LONG,CALL,0.4000
1840,ase_pt_085f5f6f88514de6,LONG,CALL,0.4000
1567,ase_pt_4c06105a01794947,SHORT,CALL,0.4000
694,ase_pt_96c335fbcd3f4c4f,LONG,CALL,0.4000
896,ase_pt_c7352c9de31649d5,LONG,CALL,0.4000
1694,ase_pt_0b933a575f704d7e,LONG,CALL,0.4000
1042,ase_pt_eb69c5f8d45a4cea,LONG,CALL,0.4000
1388,ase_pt_a81f2a870e1640c5,LONG,CALL,0.4000
628,ase_pt_0e9c0584c7a24633,SHORT,CALL,0.4000
523,ase_pt_e97315119a354c76,SHORT,CALL,0.4000
402,ase_pt_4d0273c3681a4f01,LONG,CALL,0.4000
1237,ase_pt_bf3cd83403654aef,LONG,CALL,0.4000
1014,ase_pt_f352a5bb0a3845c7,LONG,CALL,0.4000
203,ase_pt_e24cb20825964481,SHORT,CALL,0.4000
1391,ase_pt_9ac53dd86a4a49db,LONG,CALL,0.4000
1334,ase_pt_5ad3da4131714e30,LONG,CALL,0.4000
722,ase_pt_0e212e6ad17744d0,LONG,CALL,0.4000
2035,ase_pt_3632906f3796405f,LONG,CALL,0.4000
597,ase_pt_3f0dc8b2a4fd4917,LONG,CALL,0.4000
1887,ase_pt_40a66873201c42c8,SHORT,CALL,0.4000
1068,ase_pt_6d5376710e84479f,LONG,CALL,0.4000
129,ase_pt_8fc139721c9c4d94,SHORT,CALL,0.4000
1216,ase_pt_335da21099bf469e,LONG,CALL,0.4000
1474,ase_pt_ddcc6f854e4843f4,SHORT,CALL,0.4000
748,ase_pt_374d35422d344aa3,LONG,CALL,0.4000
449,ase_pt_b0a34de8bfd04d85,SHORT,CALL,0.4000
191,ase_pt_25965cdfc2b84bb7,SHORT,CALL,0.4000
511,ase_pt_e4b1d239379943ff,SHORT,CALL,0.4000
769,ase_pt_89e9a7a206094b5d,SHORT,CALL,0.4000
1486,ase_pt_771678d014254c74,SHORT,CALL,0.4000
2066,ase_pt_a41cbde2d94b40f5,SHORT,CALL,0.4000
2174,ase_pt_9bb6a291e8394a63,LONG,CALL,0.3800
2162,ase_pt_4a4131e4b37349c8,SHORT,CALL,0.3800
1364,ase_pt_e2544b55d07e46a3,SHORT,CALL,0.3800
1376,ase_pt_eb98d0776e8e4c2b,LONG,CALL,0.3800
30,ase_pt_6083b99595c94b37,SHORT,CALL,0.3800
1854,ase_pt_9193accc15f84997,LONG,CALL,0.3800
1044,ase_pt_08179cf977334df3,SHORT,CALL,0.3800
736,ase_pt_23c047592c864aa6,LONG,CALL,0.3800
404,ase_pt_e2ba930eaa534393,SHORT,CALL,0.3800
28,ase_pt_426097d373aa4fbd,SHORT,CALL,0.3800
42,ase_pt_50cee139dd5f4d1b,SHORT,CALL,0.3800
724,ase_pt_d9ff3f43e29b426f,SHORT,CALL,0.3800
67,ase_pt_16386550e4ec40a8,SHORT,CALL,0.3800
416,ase_pt_274b14eb2f984158,LONG,CALL,0.3800
92,ase_pt_14f3d29356e1406e,SHORT,CALL,0.3800
1842,ase_pt_f850c3bdc79c409b,SHORT,CALL,0.3800
1056,ase_pt_b217288663e64abf,LONG,CALL,0.3800
32,ase_pt_3bda863231e14809,SHORT,CALL,0.3800
1688,ase_pt_48c41c48d3a14ba2,LONG,CALL,0.3500
1632,ase_pt_9d28f94eaeaf4126,LONG,CALL,0.3500
1244,ase_pt_cc496e3791394bdd,SHORT,CALL,0.3500
804,ase_pt_29707c7594b24de3,SHORT,CALL,0.3500
484,ase_pt_977ced069bc5425b,SHORT,CALL,0.3500
1666,ase_pt_9304bdbefbc643c7,SHORT,CALL,0.3500
582,ase_pt_795a4febeaa54a0d,LONG,CALL,0.3500
1084,ase_pt_774ec411f0664b5e,SHORT,CALL,0.3500
548,ase_pt_8fdcc3627c754690,SHORT,CALL,0.3500
1738,ase_pt_8f40bc8450a040f2,SHORT,CALL,0.3500
122,ase_pt_81d385620a0340d0,LONG,CALL,0.3500
1882,ase_pt_7973611a7c8d4405,SHORT,CALL,0.3500
453,ase_pt_9d1f3d6be1de42e7,SHORT,CALL,0.3500
442,ase_pt_cbd5bf81793446d7,LONG,CALL,0.3500
2042,ase_pt_b0eeb4319ad54360,SHORT,CALL,0.3500
2058,ase_pt_f0cf4e295eb34ac4,SHORT,CALL,0.3500
1093,ase_pt_a1fcb5049d0f413b,SHORT,CALL,0.3500
1477,ase_pt_d1c575613d644f6d,LONG,CALL,0.3500
1880,ase_pt_e27c631c24c34820,LONG,CALL,0.3500
1222,ase_pt_c6e58215b6bc4846,LONG,CALL,0.3500
444,ase_pt_e8d8f110ca2e46ea,SHORT,CALL,0.3500
1700,ase_pt_857897d4d0ff4f19,LONG,CALL,0.3500
1188,ase_pt_256ccb2dec9a44b2,SHORT,CALL,0.3500
762,ase_pt_9c6a842c94f74f0c,LONG,CALL,0.3500
1295,ase_pt_5df56406e676421f,SHORT,CALL,0.3500
1511,ase_pt_32186d8d86644d8a,SHORT,CALL,0.3500
655,ase_pt_cab5b30e65814c46,SHORT,CALL,0.3500
514,ase_pt_db747bae239b4a97,LONG,CALL,0.3500
764,ase_pt_a0f182a9ba75429b,SHORT,CALL,0.3500
335,ase_pt_e2c2f6a10bdb4b99,SHORT,CALL,0.3500
604,ase_pt_bb9a1f6f28054353,SHORT,CALL,0.3500
1154,ase_pt_3ba61bac1a2f4d53,LONG,CALL,0.3500
1260,ase_pt_e78a52d34182482d,SHORT,CALL,0.3500
284,ase_pt_32be02a6f8b348be,SHORT,CALL,0.3500
1722,ase_pt_2611a56fa69b4883,SHORT,CALL,0.3500
680,ase_pt_4e16f998994a497a,SHORT,CALL,0.3500
1545,ase_pt_d44e9670399c408a,LONG,CALL,0.3500
1798,ase_pt_da861c9b34664bdb,SHORT,CALL,0.3500
262,ase_pt_d6e7b562298d4374,LONG,CALL,0.3500
2093,ase_pt_ba89af7af8ba4e0a,SHORT,CALL,0.3500
924,ase_pt_ff3f24f24b8e45f4,SHORT,CALL,0.3500
2020,ase_pt_80b5cd91d5bc4242,LONG,CALL,0.3500
834,ase_pt_34b7749cae3b494d,LONG,CALL,0.3500
1922,ase_pt_3159c7198f9847ca,SHORT,CALL,0.3500
1082,ase_pt_48e071537e064f17,LONG,CALL,0.3500
975,ase_pt_2b1cb0acde8a4d2a,SHORT,CALL,0.3500
250,ase_pt_61db83e800514e09,LONG,CALL,0.3500
164,ase_pt_2b6fcc40f3494051,SHORT,CALL,0.3500
1416,ase_pt_2e6843beba754b18,SHORT,CALL,0.3500
868,ase_pt_989392eefb9541f2,SHORT,CALL,0.3500
1560,ase_pt_112c1a8d5dc94d21,LONG,CALL,0.3500
1562,ase_pt_9bf39c88fddc4d28,SHORT,CALL,0.3500
133,ase_pt_0ee34056a5ba483e,SHORT,CALL,0.3500
360,ase_pt_3d55b52d40e74304,SHORT,CALL,0.3500
570,ase_pt_56d2d5d48d5b4236,LONG,CALL,0.3500
1000,ase_pt_f3afc3f4ede84b03,SHORT,CALL,0.3500
2008,ase_pt_138b12dca04a4839,LONG,CALL,0.3500
124,ase_pt_259c9ec7c0bb44ad,SHORT,CALL,0.3500
300,ase_pt_e8ac703556ed4ca8,SHORT,CALL,0.3500
228,ase_pt_57079b3931a14d23,SHORT,CALL,0.3500
1602,ase_pt_b78de49d410c4b6a,SHORT,CALL,0.3500
1124,ase_pt_297066db97404b77,SHORT,CALL,0.3500
1210,ase_pt_ae12830c35754db8,LONG,CALL,0.3500
1407,ase_pt_938199d6acd74eb5,SHORT,CALL,0.3500
1952,ase_pt_c940efd2a9954b9d,LONG,CALL,0.3500
940,ase_pt_6902ab81fd5c473c,SHORT,CALL,0.3500
890,ase_pt_bb138449b1884e36,LONG,CALL,0.3500
2118,ase_pt_668c2de047b24014,SHORT,CALL,0.3500
620,ase_pt_7de534e9fe6345cb,SHORT,CALL,0.3500
1320,ase_pt_24e97ff0df5b4982,SHORT,CALL,0.3500
773,ase_pt_2be32f47df1f4199,SHORT,CALL,0.3500
1405,ase_pt_4eee96fe9fd74603,LONG,CALL,0.3500
1986,ase_pt_77eb0b5360724f38,SHORT,CALL,0.3500
1891,ase_pt_90ec6ab58d4a433f,SHORT,CALL,0.3500
194,ase_pt_79e593a33bc8450e,LONG,CALL,0.3500
1773,ase_pt_9e412b9c46f64e91,SHORT,CALL,0.3500
1447,ase_pt_7a913eaa2e034493,SHORT,CALL,0.3500
902,ase_pt_4e005621b9684abd,LONG,CALL,0.3500
1571,ase_pt_f4ab0354b1194755,SHORT,CALL,0.3500
1533,ase_pt_873fee4ef10f4d1e,LONG,CALL,0.3500
1730,ase_pt_06edc199b341480c,LONG,CALL,0.3000
1026,ase_pt_ea93f5edcbd049a6,SHORT,CALL,0.3000
1992,ase_pt_07b1b4e5014545b3,LONG,CALL,0.3000
1023,ase_pt_bed69d2bf32e4b21,SHORT,CALL,0.3000
579,ase_pt_aa91c2601a534cca,LONG,CALL,0.3000
554,ase_pt_2890588a8d2f4473,LONG,CALL,0.3000
137,ase_pt_549092c247454f84,SHORT,CALL,0.3000
1346,ase_pt_d6ed352fe4334e51,SHORT,CALL,0.3000
1343,ase_pt_241e62fb9dec48f7,SHORT,CALL,0.3000
533,ase_pt_b960fd2b68d648d3,SHORT,CALL,0.3000
519,ase_pt_25ab7424444f4a89,SHORT,CALL,0.3000
513,ase_pt_fada956def4e448a,LONG,CALL,0.3000
600,ase_pt_731523d79fb84a33,SHORT,CALL,0.3000
507,ase_pt_e1ec5f6baa4d403d,SHORT,CALL,0.3000
505,ase_pt_68e54ed88e4d421b,SHORT,CALL,0.3000
134,ase_pt_bda5c6e34e8646be,SHORT,CALL,0.3000
495,ase_pt_4fd217eb3a5a4a32,LONG,CALL,0.3000
494,ase_pt_4fd217eb3a5a4a32,SHORT,CALL,0.3000
612,ase_pt_f250e712b2084bc1,LONG,CALL,0.3000
493,ase_pt_b3dcd42cff494334,LONG,CALL,0.3000
616,ase_pt_a8b9f5ecf5284755,SHORT,CALL,0.3000
2038,ase_pt_793e28749bc24fce,SHORT,CALL,0.3000
492,ase_pt_b3dcd42cff494334,SHORT,CALL,0.3000
1317,ase_pt_8d272733b82b486a,SHORT,CALL,0.3000
629,ase_pt_0e9c0584c7a24633,LONG,CALL,0.3000
479,ase_pt_e182672b33fc4791,SHORT,CALL,0.3000
457,ase_pt_c83827516c75413d,SHORT,CALL,0.3000
1895,ase_pt_952d56fbc7614422,SHORT,CALL,0.3000
636,ase_pt_ee9d189d54294c8a,SHORT,CALL,0.3000
1302,ase_pt_4a42f6e79939477c,SHORT,CALL,0.3000
454,ase_pt_77c6e57b3a1446b9,SHORT,CALL,0.3000
1398,ase_pt_e2f99181fe884443,SHORT,CALL,0.3000
1402,ase_pt_7179b9b59f2946e7,SHORT,CALL,0.3000
2050,ase_pt_bfac9a1717b7484c,LONG,CALL,0.3000
1291,ase_pt_fff14c0d833a43a4,LONG,CALL,0.3000
651,ase_pt_b6c5e61a736a4625,LONG,CALL,0.3000
1276,ase_pt_52d55444d36747a0,SHORT,CALL,0.3000
1892,ase_pt_745a857919564dfc,SHORT,CALL,0.3000
662,ase_pt_cdcfed298b1248b7,SHORT,CALL,0.3000
439,ase_pt_bc60609866cf4c0f,SHORT,CALL,0.3000
435,ase_pt_3b1a8014c6fc4dd2,SHORT,CALL,0.3000
1269,ase_pt_70ff8734f7804dad,LONG,CALL,0.3000
1930,ase_pt_14dcb91297be4845,SHORT,CALL,0.3000
1931,ase_pt_14dcb91297be4845,LONG,CALL,0.3000
677,ase_pt_3c868bba84d748be,SHORT,CALL,0.3000
1417,ase_pt_d41318d96c0c4c43,SHORT,CALL,0.3000
1256,ase_pt_3bcc9c0b31ff49f3,SHORT,CALL,0.3000
1932,ase_pt_705b599905dc4225,SHORT,CALL,0.3000
1933,ase_pt_705b599905dc4225,LONG,CALL,0.3000
213,ase_pt_328f936a7b994ec1,SHORT,CALL,0.3000
1420,ase_pt_b0cb97a05fe0422f,SHORT,CALL,0.3000
234,ase_pt_c7a2f3b519e24441,LONG,CALL,0.3000
2141,ase_pt_8c37415feac34594,SHORT,CALL,0.3000
1252,ase_pt_24bc62692c964244,LONG,CALL,0.3000
2054,ase_pt_a84f030dddc84b5c,SHORT,CALL,0.3000
1442,ase_pt_b561dca737e64954,SHORT,CALL,0.3000
703,ase_pt_b17fef4b11414c67,SHORT,CALL,0.3000
1240,ase_pt_f22691ef3d444fab,SHORT,CALL,0.3000
2144,ase_pt_e68147c53ad64379,SHORT,CALL,0.3000
706,ase_pt_52db46c029b748f6,SHORT,CALL,0.3000
199,ase_pt_56ec12c833d3410d,SHORT,CALL,0.3000
1455,ase_pt_96afe39b761e4ad1,SHORT,CALL,0.3000
1456,ase_pt_96afe39b761e4ad1,LONG,CALL,0.3000
1457,ase_pt_06138b3b65da4af9,SHORT,CALL,0.3000
1458,ase_pt_06138b3b65da4af9,LONG,CALL,0.3000
1468,ase_pt_af7b9105f1b44a39,SHORT,CALL,0.3000
119,ase_pt_ab7790faa1c546cf,SHORT,CALL,0.3000
386,ase_pt_d2435f0b6b9843e7,SHORT,CALL,0.3000
1219,ase_pt_02d0d9913754443c,LONG,CALL,0.3000
1470,ase_pt_7c98961ed462420e,SHORT,CALL,0.3000
383,ase_pt_e0a6c5ea0c7841ed,SHORT,CALL,0.3000
1476,ase_pt_476a12c189d04554,LONG,CALL,0.3000
193,ase_pt_468a12d81bfa4bbe,LONG,CALL,0.3000
755,ase_pt_26b9a78175254dcd,SHORT,CALL,0.3000
1943,ase_pt_5d0d01f3280c46b1,SHORT,CALL,0.3000
759,ase_pt_ff4857b9ca1e4f31,SHORT,CALL,0.3000
1482,ase_pt_7535e14a6e124d94,SHORT,CALL,0.3000
1945,ase_pt_fadfe86140af455a,SHORT,CALL,0.3000
774,ase_pt_3a461d2fa135461e,SHORT,CALL,0.3000
357,ase_pt_52a1199441b842c2,SHORT,CALL,0.3000
777,ase_pt_8b344752f60546a1,SHORT,CALL,0.3000
2067,ase_pt_a41cbde2d94b40f5,LONG,CALL,0.3000
1496,ase_pt_0e252cbba9094a72,SHORT,CALL,0.3000
1877,ase_pt_c10d6a979ce8484c,SHORT,CALL,0.3000
1194,ase_pt_c1cb14c33f0a40db,LONG,CALL,0.3000
342,ase_pt_f8dc673d2e074d35,SHORT,CALL,0.3000
